beer_ABV,beer_beerId,beer_brewerId,beer_name,beer_style,review_appearance,review_aroma,review_overall,review_palate,review_profileName,review_taste,review_text,review_time
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4,4,4,4,Kegatron,3.5,"12 oz can into a pint glass. Pours a clear gold with several fingers of foamy cream colored head. 1/4 finger of smooth retention stays strong, leaving some good spotty lacing back. The aroma is very pleasant smelling, being floral and a touch spicy with a steady underpining of citrus and toasted malts. The taste is citric with some buttery bread and a dab of caramel. This tightens into a firmer bitterness towards the back of the swallow. The mouthfeel is medium bodied with an easy and creamy overall feel but I was pleased to find a bit of firmness underneath as well that adds some gravitas to the body. Very solid Pale Ale here with a nice tight profile that is solidly drinkable. I'm digging the portibility of this in cans as well. I'm definitely looking foward to more of these.",1234289072
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4,4,4,4.5,CrellMoset,3.5,"Can from Beer Run, Charlottesville, VA, enjoyed on site during Super Bowl Sunday. Poured into a traditional American pint glass that came chilled, so I had to give it a chance to warm and wipe it down. Appearance: Pours a surprisingly light and transparent golden yellow - I'm hesitant to say urine, but, you know - with an initially foamy two-finger head that fades into a relatively healthy sheen pretty quickly and leaves lots of scraggly, fluffy, cloud-like lacing streaming upwards towards the rim. The collar if thick and fluffy, though light looking. A solid start. Aroma: Buttery, slightly spicy malt notes, cracker and biscuit-like, with a few light fruity esters - perhaps hoppy in origin, perhaps yeasty in origin, coming across as pineapple in places - mingling with some heavier, definitively hoppy citrus notes, and plenty of grassy, spicy notes. Perfectly pleasant. Taste: Very balanced for a pale ale, almost ESB like. The malt profile here is large and in charge, very graham cracker/biscuit like, perhaps slightly buttery in places. Malt bitterness is mild to perhaps moderate, slightly herbal and grassy, lacking a lot of those good west coast hop notes that I'd like out of, well, a west coast hopped ale. It's almost cinnamony in places, probably a result of the hop notes. Odd but interesting. Mouthfeel: Incredibly smooth and soft, gently carbonated, leading to a very creamy and subtle mouthfeel, a feel which works well with the malt profile on this one. Very very nice. Drinkability: This was a strange and somewhat unexpected brew. Not quite your traditional west coast pale ale, heavy on the bitterness, citrus, and minty hops with a heavily roasted but still sweet malt backbone to back it up; this one is more heavy on lighter, spicier, grassy hop notes and has a surprisingly light and dry malt foundation. Nonetheless, it's still nice, pleasant, and went well with the first six minutes of SuperBowl XLIII!",1233532055
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3.5,3,3.5,3.5,beerman21,3.5,"Pours a pale golden hue with a substantial fluffy head that disipates within a minute or so. smell is quite appetizing sweet spicy malts with floral hopped background. tastes of spiced bread, warming alchole flavor floral hopes, nice and bitter. Very suprised bought this thinking it was going to be mediocor which its not at all. mouthful creamy coats the mouth flavor lingers just right. Drinkablity is good, ABV 5.4%",1233527792
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4,4,4,4,BeerSox,4,"12oz can into nonic. Very pale golden hue with a slight haze. A two finger off white head slowly settles to a thin even cap, leaving behind a solid wall of lacing. Bready malt tones in the background. The hops provide light citrusy aroma with a light spiciness. Slightly sweet biscuity grain flavor sets up a base for a light hop bitterness. A little diacetyl is in there as well. The hops have a light herbal flavor to them. Full bodied. Seemed a bit pricey ($12 per 6'er) for what I got. It's a good Pale Ale, and rather sessionable, but for a dollar more I could get Bell's Hopslam or Troeg's Nugget Nectar. Not that those beers are necessarily and better or more desirable, but you get a hyped high gravity beer for a dollar more that an ordinary Pale Ale? Anyway, it's an enjoyable beer. Recommended.",1233438861
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3.5,4,3.5,3,Proteus93,4,"A: Quite a pale yellowish amber... not pale like something like Rolling Rock, but it's a lighter one, and suitable to the name. A mediocre little white head forms on top leaving little fanfare - some sticking here and there, kinda patchy. S: Tropical fruit comes to mind right away... pineapple, in particular - some peach and pear. Surprisingly fruity, but not in an alarmingly sweet sort of way. There's a leafiness to the hops, as well. Kinda like if a canned Dole snack was hopped. T: Herbal and slightly citrusy hops. The pineapple-like flavour is there as it is in the aroma. I wasn't sure what to expect from this brew, but it's quite tasty. M + D: Kind of lacking in body and carbonation - not flat, but almost ""muddy."" Something is missing here, though I can't place a finger on what. All in all, it's quite a tasty brew, but the price is very high in these parts (Virginia). They offer reasons as to why they cost more on the webpage, but I have trouble with the reasoning for it. That alone would be the deal-breaker for buying more, unfortunately. If cost of a product is not an issue, by all means, get some - it is good beer!",1232762866
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3.5,3.5,3.5,3,hopdog,3.5,"12oz can. Poured a light to medium and slightly hazy golden color with a smaller sized off white head. Aromas of grass, wet hay, citrus and a little fruity. Tastes of citrus, grain, and fruits. Starts with a light honey sweetness and ends in a light grapefruit bitter finish. Body on the thin and weak side. Some lacing left on the glass. Notes from: 12/22/05",1231859071
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3.5,3.5,4,3.5,gford217,3.5,12oz can courtesy of Reino poured into a pint glass. Pours a clear light golden with a decent creamy white head that hung on as a cap for a while leaving good lacing. The aroma is very light with lots of lemony hops up front and a bit of bready malts as well. The flavor had the light citrus up front with the malts in the middle before giving way to some faint pine hop bitterness in the finish. The mouthfeel is highly carbonated and lighter than most pale ales. This is a very drinkable pale that doesn't have too much differentiation but is still tasty.,1231644832
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4,3,4,4,thehand,4,"Thanks to flexabull for sending this for the Survival Football LIF. Poured from can into McChouffe tulip, appears clear light golden yellow. About 2"" of thick white fluffy head, settles slowly leaving a rocky top with some thick clumpy lacing. Smell is pretty simple pale ale, a little citrus, subtle earthiness. Taste is lots of sour citrus, a little pine, backed up with just enough malt. Mouthfeel is medium up front, but the finish becomes more oily and resinous, leaving the mouth coated with some lingering sour bitterness. Drinkability is super high, would be easy to down a few of these in a night.",1228286719
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4,4,4.5,4.5,GbVDave,4,"Poured from a 12oz can into a 20oz imperial pint. A: Pours a crystal-clear, bright golden color with some lazy trails of carbonation. Capping this was a pillowy, off-white 1 finger head that quickly dissolved to a splotchy skim that left a fair amount of lace. S: Aromas of spicy pine, mild citrus, and sweet caramel. Pretty simple and very clean. T: See above. Add in a little toasty malt and a bit more citrus (than what's in the aroma). Again, pretty simple and very clean. M: Full and pretty oily with a turn towards some dry and spicy astringency during the middle that continues on through the finish. Also finishes pretty peppery. D: Fantastic drinkability! In this age of extreme everything it's sometimes refreshing to get a hold of something so simple and satisfying.",1227368772
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3.5,3,3,3,dfitch81,2.5,"I wanted to like this beer. I really did. I love the town it comes from - Ashland, Oregon - and I thought to myself that a place like Ashland must have the creative spirit to produce something unique. Well, this beer was unique, alright. I can't recall ever drinking another beer with a hop flavor like boiled vegetables. Blech! Appearance was average, and head retention was so-so. I noticed no lacing whatsoever. Smell did not reveal what the taste had in store. On first sip, I noticed nothing immediately untoward, but as the hop flavor built so did the unwelcome overcooked-vegetable flavor. I tried another can the next day thinking that maybe I just had a bad one, but with the same result. I'm afraid I won't be trying this one again, and wouldn't recommend it to anybody else. You could do worse, but to me this beer would be a last resort before having to accept a macrobrew.",1222211380
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4,3.5,3.5,4,RJLarse,3.5,"I bought a six-pack of Caldera Pale Ale at a grocery store. Poured in to a pint glass. Pours a rich gold color and is ever so slightly hazy. Creamy white head caps the beer and is quite resilient. The head dissipates in ridges and valleys, finally getting down to small islands of foam on the surface of the brew.. Smell is fairly faint. Some hoppy fruity esters perhaps, but generally unremarkable. Taste is a bitter flavor, like sour citrus. A little malt flavor sneaks in too. Strong flavors for a pale, almost approaching what one would expect from an IPA. Mouthfeel is light, crisp and clean, but dry. Not watery, but light on the tongue. A drinkable pale ale, but I think the sour citrus flavor is a bit over done for the style. I'd have this again though. The packaging (cans) are great for camping, tailgates and the like, but it's a bit overpriced in my area at $8 a sixer.",1220215328
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4.5,4.5,4.5,4.5,SurlyDuff,4.5,"Yum! I really love these canned craft brews. It's really a great way to package beer. It's fresher, doesnt get oxidized or uv-damaged, cools faster, and is so much easier for camping, events, etc. Golden color and slightly chill hazed. Decent head, but it falls away kinda quick. Aroma is a bit disapointing. It's really kind of mild. Some floral and herbal sweet hops, then some dry caramel malt. Really makes up for it in the taste! Rich grapefruit and sour lemon. The bitter citrus flavors of orange and some tropical fruits in there too. A tad of toasty honey sweetness to counteract it. So drinkable, and so tasty. I was down in Ashland the other month, but these guys only do dock sales. Ill be stopping by next time for a case.",1219023488
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4,4,4,3,Wetpaperbag,3.5,"A- Nice golden color. Looks what a pale ale should. There is very little head, which resembles that of something that is going to have a lot of hops. We will see... S- Why yes I can smell those wonderful whole flower cascade hops. T- There is a nice maltyness with this beer. Not so much of a hop taste, but it is there. M- Feels a bit slimy, or at least makes my mouth become slimy. D- I can drink it with the greatest of ease.",1218509484
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4,4,4.5,4,largadeer,4,"Appearance: Golden amber with the slightest haze and a nice sticky two finger head. Smell: Lots of signature cascade aroma - citrusy with a touch of pine. Taste & mouthfeel: Juicy citrus hop flavors supported by a dry biscuity malt backbone. Medium-light in body, crisp, dry. Moderate bitterness in the finish, though it doesn't linger too long. Very clean stuff, and incredibly drinkable. This reminds me quite a bit of Sierra Nevada Pale Ale, but more raw and flavorful.",1217377327
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4,4.5,3.5,3.5,cswhitehorse,3.5,The Caldera Pale Ale poured an clear orange hue with a finger foam head. It had some tight bubble lacing patterns. The aroma was semi sweet malty smell with some pine hopiness jumping into the nose. It had a powerful aroma for a pale ale. Taste was good. It has a bread malt up front with a moderate hop feel on the back end. In the mouth it had a good sharp bite on the finish. Overall a good solid local pale ale.,1216870136
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3.5,4,4,4,elniko,4,"Drank on tap at Old Town Pizza in Portland in pint glass. A: Solid amber hue; lacing in glass. S: Slightly grass smell, hoppy notes on the nose. T & M: This was a quite hoppy pale ale but not overly so, this is a nicely done pale ale. D: Highly drinkable, this is a pale ale that could definitely be sessionable. I really enjoyed this beer but get a feeling that I'll have a hard time finding this in Dallas.",1216764325
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4,4,4.5,3.5,deltatauhobbit,4,"Thanks to flexabull for this in the UGLY BIF. Gotta love craft canned beers. Pours a pale yellow color, slight opaqueness, good sized head with a little retention layer and a little bit of lacing. Smell is stronger than I would expect from a pale ale, strong citrus and grapefruit aroma with hops, makes me think it could almost be an IPA if some more hops were added. Taste hits with the hops and citrus first, leaves an interesting bitterness in the mouth, not quite good but not quite bad, carbonation is just right and it goes down crisp and smooth, I could see this being an easily sessionable brew if it was available in Maine.",1215737527
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4.5,4,4,4,woemad,3.5,"Slightly dinged-up 12oz can purchased at Bottles in Millwood for $1.69. Poured a slightly bronzy gold color with two fingers (and I have big fingers) of creamy white foam. The head stuck around for a while, and left lots of streaks, spots and ""globules"" (as Nigel Tufnel might say) on the sides of the glass. Piney hops and mildly sweet, caramel-ish malts make up the nose. Seems like Caldera's taking a west coast approach to the style. Not as hoppy in the taste as I would have thought in the smell, but not to an underwhelming degree. Piney hop flavor melds with caramel malts. The balance is pretty good, with the hops winning out, but not enough to make it an IPA. Mildly dry at the swallow. Medium bodied, with a slightly slick mouthfeel. Not a world beater, but a pretty good example of an American pale ale. Not quite good enough for me to shift from my stand-bys for the style, but if this is what's available, I wouldn't shy away from it.",1215478984
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3.5,4,4.5,4.5,czechsaaz,4,Vacationing in Oregon. Little bottleshop has Oregon brewed cans in the fridge. Worth checking out. Very nice floral hop aroma. Lots of cascade with the underlying citrus aroma. Nice little caramel malt aroma but it is definitely hop dominant. Golden but cloudy. Pours with a thick pure white head that ends up as a half inch layer of rocky bubbles. Just a little bit of rising bubbles in the glass. Pretty good lacing. Nice caramel malt flavor right off and then it has a good hop bitter bite. Mostly grapefruit citrus hops. Can says that it is all cascade so that makes sense. Finish is also some caramel malt flavor. In between there is some oily hop flavor too. Pretty much exactly what I'm looking for in a west coast PA. Hoppy but with enough malt that it isn't unbalanced. Medium bodied with a good medium carbonation level. Not heavy at all. very nice on my palate. Very nice beer. I wouldn't rave about to my beer geek friends it but I would be happy to have it as a regular in my fridge. Solid everyday drinking type beer.,1215388875
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4.5,4,4,4,Wasatch,4,"Pours very nice dark golden yellow color, nice carbonation, awesome two finger creamy white head, lots and lots of nice sticky lacing follows. The nose is malty, very nice touch of hops, slight citrus, and caramel. The taste is a nice blend of hops/malts, somce citrus/caramel. The finish is dry and bitter. Medium body. Drinkable, this is a very nice Pale Ale, recommended.",1210468644
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3.5,4,4.5,3.5,oberon,4,"Thanks to fellow BA Roger for giving me this can the other night,poured into a standard pint glass a lighter pale golden with a thinner white head that left minmimal lace as it settled quickly.Fresh cascade hop aroams pine and leafy with a bit of firm biscuit malt,again fresh hoppy flavors quit citric and subdued pine with that firm lightly sweet biscuit/caramel base.An old school left coast pale here alot of hop flavor with a dose of lightly sweet malt,solid.",1208444405
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3.5,4,3.5,4,MuenchenerKindl,3.5,"Poured from a 12 oz can to a pint glass the liquid is yellow with good carbonation. The head is almost 2 fingers white and leaves good lace. The smell is real nice sweet piney and citrus notes. The taste follows, piney citrus notes, and a bready malt that is quite good. The mouthfeel is also nice, crisp and clean, smooth and a good body, the carbonation is real good. The drinkability is good, a easy drinking brew, wroth a try. Prosit, MK",1208019450
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),5,4,3.5,3.5,ccrida,4,"12 oz. can poured into a nonic, the Caldera Pale Ale is a golden yellow with a moderate size, very tight white head that's long lasting and leaves thick hunks of lace. This is honestly the first time I've ever not drank this beer from the can, and I'm pleasantly surprised with how pretty it is, particularly the paler golden color and chunky lace. I couldn't ask for anything else from a Pale Ale. Served at fridge temp. Smell is bright, flowery, lime scented cascades and toasted biscuit, perhaps a bit soapy. Taste is malty, caramel and biscuit, with tart citrus hops, classic grapefruit providing a bitter finish. Mouthfeel is very creamy but dry and crisp, with a heavier body. Drinkability is pretty good, cascade fans will enjoy this, a bit thick for my taste, but bonus points for the can, which has made this a trusty friend on those cold Mt. Hood chair lifts!",1207375871
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3,3.5,4.5,4,brentk56,4,"Appearance: Pours a slightly hazy golden color with a modest head that quickly fades (just like the IPA; lacing is a bit better than the IPA but not much Smell: As with the IPA, there is just something a little funky going on with the aromatics; the pale ale aroma is there, but there is a metallic and cat litter aspect that doesn't do it for me; this one is not nearly as rank as the IPA, however Taste: As with the IPA, the taste makes up for the poor aroma; opens biscuity, with pithy grapefruit and pine flavors building by mid-palate; after the swallow, the two elements blend nicely and provide a balanced, somewhat woodsy finish Mouthfeel: Medium body with moderate carbonation Drinkability: Another tasty beer from Caldera; as the aroma of the pale ale is not as off-putting as the IPA, I'll mark it higher on the scale",1206403506
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3.5,4,5,4.5,BeerZack,4,"Clear golden-orange color with small white head that laces well. Slightly sweet and spicy toasty grain with some floral and slightly woodsy and fruity hops. Lightly toasted and sweet fruity pale malts perfectly balanced by orangey citrus and floral hop bitterness that's a bit persistent. Nice light-moderate body that feels even easier due to the high, but no too stingy carbonation. Extremely drinkable Pale that I would definitely buy again.",1206326545
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3.5,3.5,4,3.5,russpowell,3.5,"Pours golden with 1 finger of eggshell white head. good head retention & lacing S: Slight lemony & grassy hop notes, plus a bit of breadyness T: Lemony & grapefruitty hops; plus a bit of honey malt up front. Some grainyness & grapefruit hops as this warms. Finishes crisp with a load of grapefruit MF: Light/ medium bodied with lively carbonation that really show cases the hops, for better or worse. Skews too hoppy, makes me think IPA more than APA Drinks pretty easy despite the OTT hoppyness.. still a solid APA",1205302160
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4,3.5,4,3,Spikester,4,"Poured from the can into a glass tumbler. Nice aroma and pale yellow appearance. Nice fluffy head and fair amount of lacing. Taste was a big surprise, I thought any beer from a can would be a let-down. The initial malt sweetness was nicely balanced by the hop bitterness. Not like an IPA for sure but impressive anyway. Mouthfeel was O.K. and drinkability was good. Made with whole flower Cascade hops.",1204256003
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3,2.5,3,3,Dubbercody,3,"Hazy yellow...taste is not bad, but I wouldnt say its great either. Definitely better than mass-marketed yellow brews that come in a can. And its in a can....so pool and beach safe. Light flavor, light hops, easy to drink. Can Bonus....I'll have to try this one again in the summer.",1199158664
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3.5,4,3,3.5,ChainGangGuy,3,"Appearance: Pours a hazy, yellow-orange body with a thin, wispy white head. Smell: Aroma of herbal, citrus hops accompanied by a honey-laden maltiness. Taste: Mild pale malts with a bit of toastiness and a soft honey-like sweetness. Citrus and bitter herbs. Medium bitterness. Finishes dry. Mouthfeel: Medium-bodied. Medium carbonation. Drinkability: A fair pale ale, but I gotta say I enjoyed the Caldera IPA far, far more.",1198817492
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4.5,4,4.5,4.5,Vancer,4,"What a classic pale ale, sent courtesy of unclejedi via the CEO BIF! And in a can, too! Poured a clear amber, mixed together with a golden hue. Sheets of white lace clung to the sides, excellent. Lite floral and citrus in the aroma, progressing into the taste which added pine and a squeeze of grapefruit. Sharp, crisp and dry this would be an excellent on the go brew for any outdoor activity. Hats off for this one!",1190043490
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3.5,3.5,4.5,3.5,ghostwalker,4,"Golden amber body with a solid finger of thick white head. Rather light for a Pale. Nose is light hops, grassy but tart. Flavor is lightly sweet, a moderate foundation of malt that balances the hops. Wonderful hops, tart C hops, but not overdone. A well balanced brew that is flavorful, yet still very quenching. Mouthfeel is tart and tangy. Drinkability is great! A very tasty and easily drinkable Pale. Bring me more!",1188970905
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4.5,4,4,4,udubdawg,4,"Had Dale's Pale Ale for the first time yesterday, and thought I'd compare it to this, both of which i picked up on a recent road trip. At first glance this beer is a bit lighter than Dale's but remains a very good looking beverage, pouring a slightly hazed golden color with a large white head that lasts a while and leaves very impressive lacing. Nose is very hoppy and bitter, quite a bit of citrus noticeable. More sweet and less toasted malt than the Dale's. I'd have a hard time deciding on a favorite between the appearance and aroma, but very slightly prefer the taste I had yesterday - both probably should rate about a 4.25. Caldera is more bitter - that isn't a bad thing - and has a noticeably dryer finish. Body is on the light side of medium - seems slightly thinner than Dale's - while carbonation is crisp and appropriate. Final verdict? Another extremely drinkable brew, and another fantastic canned beer for my forays to the pool or wherever glass isn't allowed/convenient.",1186867975
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4,4,4,4,cburian,4.5,"Thoughtfully provided by flexabull--thanks! Re-review: Now on my second shipment thanks to unclejedi. Thank you men, and thank the heavens for trading!!!! Served at about 35F from a 12 oz can into ""Boston Lager"" pint. Aroma after cracking open the can is all floral hops. Pours light, color is golden and crystal clear, with a fluffy white head that leaves good lacing. Aroma is sweetly malty with strong herbal/floral hop tone. Flavor is a bit resiny, lots of hops for a pale ale. Strong, filling bitterness. Great mouthfeel, goes down easy, but the sharp bitterness lingers. A bit unbalanced--just how I like it--the XPA style. Upon re-review I like it even more than the first time I reviewed it. This is a fantastic pale ale, my #1 can beer. Looking forward to trying Caldera IPA as soon as I can hook up a trade.",1182308568
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4,4,4.5,3.5,flexabull,4,"Pours a clear gold color, with a big impressive white head. Nice hoppy cascade nose. Floral, and pine like. Beer has a pretty light quality. But is still tasty. Light crisp hop flavor, a bit of malty sweetness and creaminess, and a slightly piney and resiny hop finish. Nice simple APA. Mouthfeel is pretty good. As mentioned, it's a bit light, but still feels nice in the mouth. Drinkability is very good. Light and easy drinking, yet still a tasty APA. Session worthy. I love canned craft beer!",1181450867
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3.5,3,4,2.5,mnwags,3.5,"The first I am trying from the great trade with msbulldog. (for those of you who don't know him, trust me, he is ""the man"") ha. Popped the tab on this one to a nice hsss! The pour was what I consider above average and but the appearance was just about average. Just a skimming of head with nice carbonation. A very little lacing lasted throughout the tasting. The typical pale ale smell. I really enjoy this and now think that this should be a candle scent. Or possibly a scratch-and-sniff sticker would be nice. The tastebuds where not complaining about this interview they had. The canning does not appear to take away from the true pale ale taste at all. A little slimy and light as this brew went through the ole beer guzzling chamber. Overall a nice A.PA. that will have to enjoy again in the future. Maybe next time I will go full bore on this one and just shotgun it. Or not!",1177638920
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3.5,4,4.5,4.5,NeroFiddled,4,"Although my can sloshed about (it was short-filled and measured exactly 11 ounces), it didn't seem to affect the flavor or carbonation. I noticed no oxidation whatsoever. It poured a just-slightly-hazy golden body beneath a short head of frothy white foam. The head dwindled down to a creamy surface covering, and then shrank away to a wide collar and whispy surface covering; leaving behind tiny-spotted walls of lace. Bright hops, sweetish malt, and yeasty fruitiness greeted me in the nose, expressing soft citrus, sweetish grainy malt, berries, and cut-grass. It's soft carbonation and medium-light body left it remarkably smooth across the palate. The flavor delivered a rich maltiness upfront that wasn't quite caramelish or toasty, but headed there; followed by an influx of grassy and citrusy hop flavors; and then some berry-like fruitiness at the swallow. The bitterness roses up strong, and although some sticky malt lingered in the mouth, it was bitter, dry, grassy and spicy in the finish. It lingered momentarily with some strength, and then faded to a dull bitterness, leaving me ready for another sip. Quite the little charmer, I say! I love the flavor transition from quaint, sweetish, straight-forward and non-caramelish maltiness, to bold, grassy, citrusy, and bitter hops!!! The apple-ish and berry-like fruitiness is just the icing on the cake that ties the two together. Well-balanced with a very nice complexity and full character, and still not overdone. Worth trying!",1170714306
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3.5,4,5,4,IntriqKen,4,"Wow...when was the last time I drank a beer that came in a can. As tempting as it was to drink from the can, I poured it into a glass instead. Pretty crystal clear pale yellow with a half finger head that melts to respectible side sticking lacing. Aromas are bright and floral...with a little of the sweet malt coming through. Taste is amazing...although a bit thin....there are lots and lots of fresh citrus and pine hops in here. Not a NW Hops flavor...more of a German or Czech hops flavor. A nice peppery bite on the tale end that finishes to a pleasant clean drying. Wish this was available in So. Calif...would love to pick up sixers of this for the beach, river, lake, park, neighbors bbq, etc. For me, it is very deceiving being in a can and then poured into a glass I am looking at something that should have a BMC feel or taste. It doesn't. This is a wonderful summer craft beer. Thanks David for the opportunity to try this.",1160699043
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3,4,3.5,3.5,JoshD,3,"Presentation - 12 oz. can, simple classy labeling with some info about the beer, including the fact that they use whole cascade hop flowers and extolling the virtues of the can. I'm all about the canned craft beer movement - bring it! Appearance is crystalline straw color, very light amber. Definitely meets the pale criteria. Not much head, and it dies down quickly, though there is a constant stream of bubbles and some nice sticky lace. Nose is fantastic, a huge whiff of those cascades mentioned on the can. Juicy aroma for sure. Flavor doesn't live up to the nose. The malts to back up the hop flavors are lacking, so this ends up being very dry. Decent hop bitterness, but not a very distinctive hop character. Lacks the roundness of some of the better pales. Mouth is decent, pretty light with some brightness, but with enough body. With a little more malt presence, this would have the balance that is the main thing detracting from its drinkability. As is, it's a fine beer, but one at a time is plenty. Not bad, but falls far short of Dale's Pale from Oskar Blues.",1160265839
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4,3.5,4,4,lackenhauser,4,"Great golden color-very clear-a tad deeper in in color then some pales. Good aroma-mellow hopiness to it-sort of grassy. Great flavor-well balanced between a good level of bitterness and the malt. Really good hop flavor to it as well as the bitterness. Good body as well. Very, very drinkable beer. Almost a shame to drink it right from the can!!!! As much as I love macros I cant help but say whoo hoo great beer in a can lets go camping!!!",1157665307
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4,4,4.5,4,kgotcher,4,"Pours a nice clear golden pale with foamy white head. Smells nice with very apparent herbal hop aroma. Taste is smooth with a nice crackery malt flavor and a big bitter hop finish. A tad overly bitter for your typical pale ale, maybe needs a bit more malt but I still like it. Plus it comes in a can which is a GREAT thing. Go cans.",1154568582
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3,4,4.5,3.5,MLegendre,4,"A: I don't know how everyone else got such a nice head, my pour got me nothing but a thin white white head that was gone in seconds. Gold in color with a few bubbles rushing to the top. Hardly any lacing. S: Well what the beer was lacking in appearence it made up for in smell. A very nice balance of bitter hops and sweet malt. T: Starts off very, very bitter, so bitter it threw me off guard. It's okay because it has a very strong sweet malt to even out the bitterness. The aftertaste is back to being very bitter. This is exactly what I look for in a Pale Ale. M: Medium bodied, very smooth, good carbonation. D: Very solid pale ale and one of the best I've had. I thought it was strange that it came in a can, but it doen't effect the flavor in any way. In fact I have been convinced that craft beer in a can is a good thing as it makes it very easy to pack around, this is perfect for summer when you're hiking, rafting, camping, etc.",1154067787
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4,4,3,3,freed,3,"In pursuit of the perfect camping beer: Pours (only for review's sake) a deep golden, almost copper with active carbonation and a lovely white foamy cap. Bubbles like a high life, but the foam stays. Aroma is like a British IPA - grassy and hoppy with an aged malt, almost hully smell. Rather bold aroma from a canned beverage. Taste is a little too bold - resiny hops dominate the pale malt body and a bitter aftertaste is a bit strong. There's still a great malt body to the ale though, and some sips give you a better sense of it. Still, it is likely to create more of a thirst than quenching it, so fair warning to campers.",1148947298
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3.5,4,4,4,ddarden,4,"Got a can of Caldera Pale Ale from a neighbor that collects cans, but did not really like the beer. You have to love a nice pale ale in a can. The beer is a cloudy yellow with a nice head that fell after a couple of minutes. The smell is very malty for a APA and has a nice hint of floral hops. The taste is very well balance between malt and hops. Not overly bitter or hoppy, but right on for a pale ale. This a a very good interpretation of the style and unique with the nice malt presence. Mouthfeel is on the medium side and the drinkability is good a well. This woould make a very good session beer if it were regularly available to me. I would definitely recommend this beer if you are looking for an above average pale ale.",1147643598
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3.5,4,4,4,ElGordo,3.5,"Craft brew in a can. There's probably a reason why it's not done often. Let's find out. Pours a pretty soft golden color topped by a half-inch or so of creamy white head that subsides rather quickly. Not a whole lot of carbonation after the pour. Appealing aroma of lightly sweet malt, floral hops, and a touch of fruit and caramel. Palate is well-balanced between light caramel malt and some fairly assertive floral hops that yield a nice, crisp, bitter finish. Body is nice and smooth, making for an easy-drinking beer. Feels like a great accompaniment for a warm evening on the porch. I guess this isn't the most challenging beer, but it's still pretty tasty and accessible to those who may be looking for an alternative to Natty Light while fishing. The can doesn't seem to alter the flavor very much. I have to say, I'm impressed with this effort.",1147583357
